movie_id,movie_name,budget,genres,original_language,original_title,release_date,release_year,revenue,runtime,status,adult,vote_average,vote_count,lead_actor,keyword_count,user_avg_rating,user_rating_count,log_budget,log_revenue,log_vote_count,log_user_rating_count,log_keyword_count
687,Dead Man Walking,11000000,Drama,en,Dead Man Walking,1995-12-29,1995.0,39363635.0,122.0,Released,False,7.3,350.0,Susan Sarandon,25.0,3.931581828133552,23751.0,16.213405921671733,17.488353003930516,5.860786223465865,10.075422016443596,3.258096538021482
9603,Clueless,12000000,Comedy|Drama|Romance,en,Clueless,1995-07-19,1995.0,0.0,97.0,Released,False,6.9,828.0,Alicia Silverstone,7.0,3.413360295655812,28682.0,16.300417291085605,0.0,6.720220155135295,10.264059891753556,2.0794415416798357
11443,Dead Presidents,10000000,Action|Crime|Drama|History,en,Dead Presidents,1995-10-06,1995.0,0.0,119.0,Released,False,6.6,80.0,Larenz Tate,6.0,3.0489067894131185,2607.0,16.118095750958314,0.0,4.394449154672439,7.866338923046544,1.9459101490553132
35196,Restoration,19000000,Drama|Romance,en,Restoration,1995-12-29,1995.0,0.0,117.0,Released,False,6.3,30.0,Robert Downey Jr.,7.0,3.4679969879518078,2656.0,16.759949589762293,0.0,3.4339872044851463,7.884952945759814,2.0794415416798357
9312,Mortal Kombat,18000000,Action|Fantasy,en,Mortal Kombat,1995-08-18,1995.0,122195920.0,101.0,Released,False,5.4,452.0,Christopher Lambert,9.0,2.6292445482866045,12840.0,16.705882371415992,18.621136224439255,6.115892125483034,9.460398455831275,2.302585092994046
577,To Die For,20000000,Fantasy|Drama|Comedy|Thriller,en,To Die For,1995-05-20,1995.0,21284514.0,106.0,Released,False,6.7,177.0,Nicole Kidman,6.0,3.372715946843854,9632.0,16.811242881518265,16.873490370985255,5.181783550292085,9.172949982757624,1.9459101490553132
11861,How To Make An American Quilt,10000000,Drama|Romance,en,How To Make An American Quilt,1995-10-06,1995.0,23574130.0,116.0,Released,False,6.5,38.0,Winona Ryder,12.0,3.2690225563909774,3325.0,16.118095750958314,16.975660524722755,3.6635616461296463,8.109525659752872,2.5649493574615367
807,Se7en,33000000,Crime|Mystery|Thriller,en,Se7en,1995-09-22,1995.0,327311859.0,127.0,Released,False,8.1,5915.0,Brad Pitt,14.0,4.068128299593604,52658.0,17.312018149733785,19.606423974684137,8.68541582383069,10.871592443124456,2.70805020110221
10530,Pocahontas,55000000,Adventure|Animation|Drama|Family,en,Pocahontas,1995-06-14,1995.0,346079773.0,81.0,Released,False,6.7,1509.0,Irene Bedard,27.0,2.956655762455964,15896.0,17.822843761378564,19.66217986714061,7.31986492980897,9.673885691160871,3.332204510175204
629,The Usual Suspects,6000000,Drama|Crime|Thriller,en,The Usual Suspects,1995-07-19,1995.0,23341568.0,106.0,Released,False,8.1,3334.0,Stephen Baldwin,7.0,4.300188962561792,59271.0,15.607270193858982,16.96574640621366,8.112227958349724,10.989892298096493,2.0794415416798357
11448,Mighty Aphrodite,15000000,Comedy|Romance,en,Mighty Aphrodite,1995-09-13,1995.0,6700000.0,95.0,Released,False,6.7,145.0,Woody Allen,9.0,3.5355968272393112,10338.0,16.52356082573315,15.717618233614914,4.983606621708336,9.243678431586693,2.302585092994046
11359,The Indian in the Cupboard,45000000,Adventure|Family|Fantasy,en,The Indian in the Cupboard,1995-07-14,1995.0,0.0,96.0,Released,False,5.9,136.0,Hal Scardino,5.0,3.072387662855624,7522.0,17.622173069956816,0.0,4.919980925828125,8.925720273560222,1.791759469228055
17182,Eye for an Eye,20000000,Drama|Thriller,en,Eye for an Eye,1996-01-12,1996.0,0.0,101.0,Released,False,5.8,65.0,Sally Field,4.0,3.337815810920945,2454.0,16.811242881518265,0.0,4.189654742026425,7.805882040228621,1.6094379124341003
9536,Bio-Dome,15000000,Comedy,en,Bio-Dome,1996-01-12,1996.0,0.0,88.0,Released,False,4.4,110.0,Pauly Shore,3.0,2.4033402561439945,5778.0,16.52356082573315,0.0,4.709530201312334,8.661985936317778,1.3862943611198906
10634,Friday,3500000,Comedy,en,Friday,1995-04-26,1995.0,28215918.0,91.0,Released,False,7.0,513.0,Ice Cube,4.0,3.5509585289514867,5112.0,15.068273812173887,17.155396880182252,6.2422232654551655,8.53954159508,1.6094379124341003
755,From Dusk Till Dawn,19000000,Horror|Action|Thriller|Crime,en,From Dusk Till Dawn,1996-01-19,1996.0,25836616.0,108.0,Released,False,6.9,1644.0,George Clooney,26.0,3.3079605263157896,15200.0,16.759949589762293,17.067303307255134,7.405495663199472,9.62911649414402,3.295836866004329
11859,Fair Game,50000000,Action|Thriller|Romance,en,Fair Game,1995-11-03,1995.0,11534477.0,91.0,Released,False,4.1,54.0,William Baldwin,41.0,2.354518736223365,1361.0,17.72753358339242,16.260851194989943,4.007333185232471,7.216709486709457,3.7376696182833684
36929,Big Bully,15000000,Comedy|Family,en,Big Bully,1996-01-26,1996.0,2042530.0,90.0,Released,False,3.9,16.0,Rick Moranis,1.0,2.459731543624161,596.0,16.52356082573315,14.529700283079698,2.833213344056216,6.391917113392602,0.6931471805599453
9102,Screamers,20000000,Horror|Science Fiction,en,Screamers,1995-09-08,1995.0,5781885.0,108.0,Released,False,6.1,154.0,Peter Weller,3.0,3.016246953696182,3693.0,16.811242881518265,15.570240485002937,5.043425116919247,8.214465160759186,1.3862943611198906
9623,The Juror,44000000,Drama|Thriller,en,The Juror,1996-02-02,1996.0,0.0,118.0,Released,False,5.5,91.0,Demi Moore,6.0,3.161438529784537,6312.0,17.599700214609808,0.0,4.5217885770490405,8.750366278367625,1.9459101490553132
400,Things to Do in Denver When You're Dead,8000000,Drama|Crime,en,Things to Do in Denver When You're Dead,1995-12-01,1995.0,529766.0,116.0,Released,False,6.7,87.0,Andy García,21.0,3.2703649635036496,3425.0,15.894952224644102,13.18019256622443,4.477336814478207,8.139148678884066,3.091042453358316
880,Antonia's Line,900000,Drama|Comedy,nl,Antonia,1995-09-12,1995.0,0.0,102.0,Released,False,7.2,26.0,Willeke van Ammelrooy,24.0,4.010845588235294,2720.0,13.710151153416941,0.0,3.295836866004329,7.908754738783246,3.2188758248682006
10534,White Squall,38000000,Action|Drama,en,White Squall,1996-02-02,1996.0,10300000.0,129.0,Released,False,6.3,86.0,Jeff Bridges,15.0,3.485175495966863,4587.0,17.453096744006448,16.14765455028724,4.465908118654584,8.431199478249262,2.772588722239781
17414,Dunston Checks In,16000000,Adventure|Comedy|Family,en,Dunston Checks In,1996-01-12,1996.0,0.0,88.0,Released,False,5.1,59.0,Jason Alexander,5.0,2.4075937785910337,1093.0,16.588099342704055,0.0,4.0943445622221,6.9975959829819265,1.791759469228055
2086,Nick of Time,8169363,Crime|Drama|Thriller,en,Nick of Time,1995-11-22,1995.0,8175346.0,90.0,Released,False,6.1,190.0,Johnny Depp,4.0,3.1365479293368086,3453.0,15.915901618028812,15.916633720329946,5.25227342804663,8.147288258706624,1.6094379124341003
9095,Mary Reilly,47000000,Drama|Horror|Thriller|Romance,en,Mary Reilly,1996-02-23,1996.0,12379402.0,104.0,Released,False,5.7,77.0,Julia Roberts,6.0,2.851307189542484,2448.0,17.665658180950928,16.331544601117734,4.356708826689592,7.803435056952168,1.9459101490553132
12158,Vampire in Brooklyn,14000000,Comedy|Horror|Romance,en,Vampire in Brooklyn,1995-10-26,1995.0,19800000.0,100.0,Released,False,4.5,113.0,Eddie Murphy,2.0,2.5143584993052337,2159.0,16.454567959008102,16.801192546169812,4.736198448394496,7.67786350067821,1.0986122886681098
9208,Broken Arrow,50000000,Action|Adventure|Drama|Thriller,en,Broken Arrow,1996-02-09,1996.0,150270147.0,108.0,Released,False,5.7,459.0,John Travolta,22.0,3.1123652554288395,25604.0,17.72753358339242,18.82794521889528,6.131226489483141,10.150542923896651,3.1354942159291497
406,La Haine,3000000,Drama,fr,La Haine,1995-05-31,1995.0,0.0,98.0,Released,False,7.9,695.0,Vincent Cassel,18.0,3.984981684981685,2730.0,14.914123179965662,0.0,6.54534966033442,7.912423121473705,2.9444389791664403
13685,Bottle Rocket,7000000,Comedy|Crime|Drama,en,Bottle Rocket,1996-02-21,1996.0,560069.0,91.0,Released,False,6.8,285.0,Luke Wilson,12.0,3.776083800041485,4821.0,15.76142084987672,13.235817054899483,5.655991810819852,8.480944058741116,2.5649493574615367
2045,Unforgettable,18000000,Drama|Mystery|Science Fiction|Thriller,en,Unforgettable,1996-02-23,1996.0,0.0,106.0,Released,False,5.3,22.0,Ray Liotta,9.0,3.273029045643153,1205.0,16.705882371415992,0.0,3.1354942159291497,7.095064377287131,2.302585092994046
9614,Happy Gilmore,12000000,Comedy,en,Happy Gilmore,1996-02-16,1996.0,41205099.0,92.0,Released,False,6.5,767.0,Adam Sandler,5.0,3.396511627906977,21500.0,16.300417291085605,17.534072593066618,6.643789733147672,9.975854724662028,1.791759469228055
688,The Bridges of Madison County,24000000,Drama|Romance,en,The Bridges of Madison County,1995-05-28,1995.0,182016617.0,135.0,Released,False,7.3,397.0,Meryl Streep,17.0,3.3279824718297264,11182.0,16.993564429978885,19.019608548565085,5.986452005284438,9.322150047028188,2.8903717578961645
197,Braveheart,72000000,Action|Drama|History|War,en,Braveheart,1995-05-24,1995.0,210000000.0,177.0,Released,False,7.7,3404.0,Mel Gibson,8.0,4.016057252826558,66512.0,18.09217669086922,19.162618093443648,8.133000218583613,11.105152696260319,2.1972245773362196
103,Taxi Driver,1300000,Crime|Drama,en,Taxi Driver,1976-02-07,1976.0,28262574.0,114.0,Released,False,8.1,2632.0,Robert De Niro,11.0,4.0893090376222485,31391.0,14.077875591662238,17.157049049257896,7.87587915949631,10.35430836236509,2.4849066497880004
33542,Rumble in the Bronx,7500000,Crime|Action|Comedy|Thriller,cn,紅番區,1995-01-30,1995.0,32392047.0,91.0,Released,False,6.5,245.0,Jackie Chan,10.0,3.4000675472830983,13324.0,15.830413711839864,17.293423518540404,5.5053315359323625,9.497397249034046,2.3978952727983707
43566,Before and After,35000000,Drama|Thriller,en,Before and After,1996-02-23,1996.0,0.0,108.0,Released,False,5.8,37.0,Meryl Streep,0.0,3.1243478260869564,1150.0,17.370858648025116,0.0,3.6375861597263857,7.048386408721883,0.0
43612,Happiness Is in the Field,13365000,Comedy,en,Le Bonheur est dans le pré,1995-01-31,1995.0,0.0,106.0,Released,False,7.0,23.0,Michel Serrault,5.0,3.38,50.0,16.408149982377452,0.0,3.1780538303479458,3.9318256327243257,1.791759469228055
78406,Steal Big Steal Little,25000000,Comedy|Drama,en,Steal Big Steal Little,1995-09-29,1995.0,6278139.0,113.0,Released,False,5.1,7.0,Andy García,5.0,2.804428044280443,271.0,17.034386422832473,15.652584316230964,2.0794415416798357,5.605802066295998,1.791759469228055
11066,Boomerang,40000000,Comedy|Romance,en,Boomerang,1992-06-30,1992.0,70100000.0,117.0,Released,False,5.4,139.0,Eddie Murphy,7.0,2.8624662907575384,4079.0,17.50439003707821,18.065433366270153,4.941642422609304,8.313852267398207,2.0794415416798357
2074,Flirting with Disaster,7000000,Comedy|Romance,en,Flirting with Disaster,1996-03-22,1996.0,14702438.0,92.0,Released,False,6.3,66.0,Ben Stiller,4.0,3.741662110442865,3658.0,15.76142084987672,16.50352395635338,4.204692619390966,8.204945165019208,1.6094379124341003
27793,The Neverending Story III: Escape from Fantasia,17000000,Fantasy,en,The NeverEnding Story III,1994-10-26,1994.0,0.0,95.0,Released,False,4.4,105.0,Jason James Richter,2.0,2.3470124753775443,1523.0,16.648723960844016,0.0,4.663439094112067,7.329093736246592,1.0986122886681098
11863,Jade,50000000,Action|Thriller|Mystery|Romance,en,Jade,1995-10-13,1995.0,9851610.0,95.0,Released,False,5.1,45.0,David Caruso,4.0,2.767378464334393,2201.0,17.72753358339242,16.10314555307438,3.828641396489095,7.697121317282625,1.6094379124341003
9302,Up Close & Personal,60000000,Drama|Romance,en,Up Close & Personal,1996-03-01,1996.0,0.0,119.0,Released,False,5.9,51.0,Robert Redford,3.0,3.3099591691816084,5633.0,17.909855136853043,0.0,3.9512437185814275,8.636574948436317,1.3862943611198906
11000,The Birdcage,31000000,Comedy,en,The Birdcage,1996-03-08,1996.0,185260553.0,117.0,Released,False,6.7,303.0,Robin Williams,10.0,3.5228261714196907,25738.0,17.249497794707484,19.037273792177565,5.717027701406222,10.155762630356586,2.3978952727983707
9737,Bad Boys,19000000,Action|Comedy|Crime|Thriller,en,Bad Boys,1995-04-07,1995.0,141407024.0,118.0,Released,False,6.5,1729.0,Will Smith,23.0,3.2701955495616994,14830.0,16.759949589762293,18.76715299194654,7.455876687491824,9.604474863741963,3.1780538303479458
22279,An Awfully Big Adventure,4000000,Romance|Drama|Comedy,en,An Awfully Big Adventure,1995-07-21,1995.0,851545.0,113.0,Released,False,6.0,11.0,Alan Rickman,5.0,2.90994623655914,372.0,15.201805169084134,13.65480879993929,2.4849066497880004,5.921578419643816,1.791759469228055
568,Apollo 13,52000000,Drama,en,Apollo 13,1995-06-30,1995.0,355237933.0,140.0,Released,False,7.3,1637.0,Tom Hanks,21.0,3.884030583809391,57416.0,17.76675429577647,19.688298359551155,7.401231264413015,10.958095705706183,3.091042453358316
11780,Rob Roy,28000000,Adventure,en,Rob Roy,1995-04-13,1995.0,31596911.0,139.0,Released,False,6.5,151.0,Liam Neeson,5.0,3.5258391246488245,13526.0,17.147715103853763,17.268569952263096,5.0238805208462765,9.512442967089195,1.791759469228055
414,Batman Forever,100000000,Action|Crime|Fantasy,en,Batman Forever,1995-06-16,1995.0,336529144.0,121.0,Released,False,5.2,1529.0,Val Kilmer,21.0,2.906473407180454,38187.0,18.420680753952364,19.63419531548269,7.333023014386481,10.550276609117924,3.091042453358316
5894,Blue in the Face,2000000,Comedy,en,Blue in the Face,1995-09-15,1995.0,1275000.0,83.0,Released,False,6.8,28.0,Harvey Keitel,6.0,3.536550542547116,1751.0,14.508658238524095,14.058457520888082,3.367295829986474,7.468513271496337,1.9459101490553132
1775,Canadian Bacon,11000000,Action|Comedy,en,Canadian Bacon,1995-06-08,1995.0,178104.0,91.0,Released,False,5.9,57.0,John Candy,0.0,2.7914691943127963,2743.0,16.213405921671733,12.090128542999349,4.060443010546419,7.917171988845776,0.0
8839,Casper,50000000,Fantasy|Comedy|Family,en,Casper,1995-05-26,1995.0,287928194.0,100.0,Released,False,6.0,1045.0,Christina Ricci,12.0,2.8939841892152454,15559.0,17.72753358339242,19.478221684097427,6.952728644624869,9.652458797732383,2.5649493574615367
20649,Clockers,25000000,Mystery|Crime|Drama,en,Clockers,1995-09-15,1995.0,13071518.0,128.0,Released,False,6.8,69.0,Harvey Keitel,4.0,3.414971521562246,2458.0,17.034386422832473,16.385946299199293,4.248495242049359,7.807510042216193,1.6094379124341003
10329,Congo,50000000,Action|Adventure|Drama|Mystery|Science Fiction|Thriller,en,Congo,1995-06-09,1995.0,152022101.0,109.0,Released,False,5.0,214.0,Laura Linney,4.0,2.6065981850264683,15868.0,17.72753358339242,18.839536476134583,5.3706380281276624,9.672122799562842,1.6094379124341003
8963,Crimson Tide,53000000,Action|Thriller|Drama,en,Crimson Tide,1995-05-12,1995.0,157387195.0,116.0,Released,False,7.0,508.0,Denzel Washington,16.0,3.745898805178839,26029.0,17.78580249038432,18.874219543751828,6.2324480165505225,10.167004997988611,2.833213344056216
8068,Desperado,7000000,Thriller|Action|Crime,en,Desperado,1995-08-25,1995.0,25405445.0,104.0,Released,False,6.8,898.0,Antonio Banderas,21.0,3.4321167449325327,16823.0,15.76142084987672,17.050474118455163,6.80128303447162,9.730561717382535,3.091042453358316
8512,Devil in a Blue Dress,27000000,Drama|Mystery|Thriller,en,Devil in a Blue Dress,1995-09-15,1995.0,16140822.0,102.0,Released,False,6.3,88.0,Denzel Washington,6.0,3.460884724340815,4589.0,17.11134746100564,16.59686221083196,4.48863636973214,8.431635303054591,1.9459101490553132
1572,Die Hard: With a Vengeance,90000000,Action|Thriller,en,Die Hard: With a Vengeance,1995-05-19,1995.0,366101666.0,128.0,Released,False,6.9,2094.0,Bruce Willis,25.0,3.5035240874468294,40436.0,18.31532023940565,19.71842163148081,7.647308832356238,10.60750048640638,3.258096538021482
6520,First Knight,55000000,Action|Adventure|Drama|Romance,en,First Knight,1995-07-07,1995.0,127600435.0,134.0,Released,False,5.9,319.0,Sean Connery,5.0,3.063799309483582,13613.0,17.822843761378564,18.664414345797027,5.768320995793772,9.518853954007897,1.791759469228055
10428,Hackers,20000000,Action|Crime|Thriller|Drama,en,Hackers,1995-09-14,1995.0,7563728.0,107.0,Released,False,6.2,406.0,Jonny Lee Miller,15.0,3.216995126086035,9438.0,16.811242881518265,15.838874880514219,6.008813185442595,9.152605321324945,2.772588722239781
9886,Johnny Mnemonic,25000000,Adventure|Action|Drama|Science Fiction|Thriller,en,Johnny Mnemonic,1995-05-26,1995.0,19075720.0,97.0,Released,False,5.5,380.0,Keanu Reeves,8.0,2.7472150213690183,14273.0,17.034386422832473,16.7639269325856,5.942799375126701,9.566194979531012,2.1972245773362196
9482,Judge Dredd,90000000,Science Fiction,en,Judge Dredd,1995-06-30,1995.0,113493481.0,96.0,Released,False,5.4,643.0,Sylvester Stallone,15.0,2.5347226351150485,16819.0,18.31532023940565,18.547255965923945,6.467698726104354,9.73032393352694,2.772588722239781
9344,Kids,1500000,Drama|Crime,en,Kids,1995-07-28,1995.0,7412216.0,91.0,Released,False,6.8,280.0,Leo Fitzpatrick,2.0,3.5252285513361463,5688.0,14.220976332738882,15.818640142807183,5.638354669333745,8.646289764750648,1.0986122886681098
9071,Living in Oblivion,500000,Drama|Comedy,en,Living in Oblivion,1995-01-20,1995.0,1148752.0,89.0,Released,False,7.2,64.0,Steve Buscemi,3.0,3.847905652704352,2459.0,13.122365377402328,13.9541875641829,4.174387269895637,7.807916628926408,1.3862943611198906
2293,Mallrats,6000000,Romance|Comedy,en,Mallrats,1995-10-20,1995.0,2122561.0,94.0,Released,False,6.8,400.0,Jason Lee,11.0,3.574297399328859,9536.0,15.607270193858982,14.56813440757729,5.993961427306569,9.162934249578912,2.4849066497880004
9070,Mighty Morphin Power Rangers: The Movie,15000000,Action|Adventure|Science Fiction|Family|Fantasy,en,Mighty Morphin Power Rangers: The Movie,1995-06-30,1995.0,66000000.0,92.0,Released,False,5.2,153.0,Amy Jo Johnson,8.0,1.9814189189189189,2960.0,16.52356082573315,18.005165315142214,5.0369526024136295,7.993282328101591,2.1972245773362196
48787,Mute Witness,2,Thriller|Foreign,en,Mute Witness,1995-09-28,1995.0,1.0,95.0,Released,False,6.4,36.0,Marina Zudina,5.0,3.354559748427673,636.0,1.0986122886681098,0.6931471805599453,3.6109179126442243,6.456769655572163,1.791759469228055
1642,The Net,22000000,Crime|Drama|Mystery|Thriller|Action,en,The Net,1995-07-28,1995.0,110627965.0,114.0,Released,False,5.6,359.0,Sandra Bullock,6.0,3.119938985348951,26551.0,16.906553056777135,18.521683472232386,5.886104031450156,10.18686035339981,1.9459101490553132
36196,Party Girl,150000,Comedy,en,Party Girl,1995-06-09,1995.0,472370.0,94.0,Released,False,5.8,14.0,Parker Posey,6.0,3.448170731707317,984.0,11.918397239722838,13.0655199727673,2.70805020110221,6.892641641172089,1.9459101490553132
11980,The Prophecy,8,Fantasy|Horror|Thriller,en,The Prophecy,1995-09-01,1995.0,16.0,98.0,Released,False,6.4,139.0,Christopher Walken,3.0,3.33165548098434,2682.0,2.1972245773362196,2.833213344056216,4.941642422609304,7.894690850425624,1.3862943611198906
10533,The Scarlet Letter,50000000,Drama|History|Romance,en,The Scarlet Letter,1995-10-13,1995.0,10382407.0,135.0,Released,False,5.5,111.0,Demi Moore,6.0,2.687228260869565,1840.0,17.72753358339242,16.155623393383497,4.718498871295094,7.518064181233078,1.9459101490553132
10802,Showgirls,45000000,Drama,en,Showgirls,1995-09-22,1995.0,20350754.0,128.0,Released,False,4.9,261.0,Elizabeth Berkley,7.0,2.245992952142776,8797.0,17.622173069956816,16.828628569901763,5.568344503761097,9.082279701908664,2.0794415416798357
10149,Smoke,7000000,Comedy|Drama,en,Smoke,1995-06-09,1995.0,8349430.0,112.0,Released,False,7.2,115.0,Harvey Keitel,7.0,3.842241379310345,6380.0,15.76142084987672,15.937703950792574,4.7535901911063645,8.761080103868347,2.0794415416798357
9348,Species,35000000,Science Fiction|Horror|Action,en,Species,1995-07-07,1995.0,113374103.0,108.0,Released,False,5.5,457.0,Natasha Henstridge,15.0,2.8297149267520125,15154.0,17.370858648025116,18.5462035633915,6.126869184114185,9.626085789491903,2.772588722239781
281,Strange Days,42000000,Crime|Drama|Science Fiction|Thriller,en,Strange Days,1995-10-13,1995.0,7959291.0,145.0,Released,False,6.8,334.0,Ralph Fiennes,22.0,3.416912738010386,9821.0,17.553180200057167,15.889850609141131,5.814130531825066,9.19238004659919,3.1354942159291497
79593,The Tie That Binds,14000000,Thriller,en,The Tie That Binds,1995-09-08,1995.0,5780000.0,99.0,Released,False,4.6,9.0,Daryl Hannah,0.0,2.84180790960452,354.0,16.454567959008102,15.569914413658926,2.302585092994046,5.872117789475416,0.0
3512,Under Siege 2: Dark Territory,60000000,Action|Thriller,en,Under Siege 2: Dark Territory,1995-07-13,1995.0,104324083.0,100.0,Released,False,5.6,217.0,Steven Seagal,5.0,2.931647634584013,9195.0,17.909855136853043,18.46301280414933,5.384495062789089,9.126523885883072,1.791759469228055
9560,A Walk in the Clouds,20000000,Drama|Romance,en,A Walk in the Clouds,1995-08-11,1995.0,50012507.0,103.0,Released,False,6.5,168.0,Keanu Reeves,8.0,3.372237106496986,5972.0,16.811242881518265,17.727783692107625,5.1298987149230735,8.695004592732307,2.1972245773362196
